stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
23,1,20.0,44.73857339999995,,44.7229147999999,44.73857339999995,45.22182709999993,45.22182709999993,45.239600499999824,45.52253879999989,45.672939999999926,left,-20.0,0,0,0.4412184000000252,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
24,1,20.0,45.688417099999924,,45.67304619999982,45.688417099999924,46.17121679999991,46.17121679999991,46.18869679999989,46.472029699999894,46.53955639999981,left,-20.0,1,1,0.35569519999990007,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
25,1,20.0,46.55545949999987,,46.5396659999999,46.55545949999987,47.05484539999998,47.05484539999998,47.05484539999998,47.354957699999886,47.53981509999994,right,20.0,0,0,0.48047919999999067,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
26,1,20.0,47.554419499999995,,47.53993349999996,47.554419499999995,48.055164099999956,48.055164099999956,48.055164099999956,48.35443209999971,48.33965179999973,left,-20.0,0,0,0.27915789999997287,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
27,1,20.0,48.35443209999971,,48.339769099999785,48.35443209999971,48.85485829999993,48.85485829999993,48.85485829999993,49.15463909999994,49.30514359999984,left,-20.0,0,0,0.4403102999999646,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
28,1,20.0,49.32086839999988,,49.30524910000008,49.32086839999988,49.8049324000001,49.8049324000001,49.82162399999993,50.10443929999997,50.25479680000012,right,20.0,0,0,0.43923190000032264,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
29,1,20.0,50.270488200000045,,50.25489300000004,50.270488200000045,50.77058860000011,50.77058860000011,50.77058860000011,51.07077490000006,51.304918099999895,left,-20.0,0,0,0.5242800000000898,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
30,1,20.0,51.32032189999995,,51.30502629999978,51.32032189999995,51.804255799999964,51.804255799999964,51.820485699999836,52.10408859999984,52.33873629999994,right,20.0,0,0,0.5303275999999641,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
31,1,20.0,52.35373379999987,,52.33887329999993,52.35373379999987,52.85396349999996,52.85396349999996,52.85396349999996,53.15371119999986,53.35427569999979,right,20.0,1,1,0.49106010000014066,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
32,1,20.0,53.37003949999985,,53.35437260000003,53.37003949999985,53.85424630000011,53.85424630000011,53.87054789999979,54.15346829999976,55.62077279999971,right,20.0,1,1,1.757407200000216,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
33,1,20.0,55.636799199999814,,55.620868499999915,55.636799199999814,56.12019239999995,56.12019239999995,56.136343500000066,56.41967610000006,56.4703363000001,right,20.0,1,1,0.3352816999999959,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
34,0.5,19.0,56.48583200000007,,56.470432800000026,56.48583200000007,56.96915860000013,56.96915860000013,56.98599730000001,57.269881399999804,57.65382739999973,right,19.0,0,0,0.6713098000000173,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
35,0.5,19.5,57.66962260000014,,57.65394829999991,57.66962260000014,58.16971170000011,58.16971170000011,58.16971170000011,58.469201199999816,58.53547909999975,right,19.5,0,0,0.349406799999997,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
36,0.5,20.0,58.55149129999995,,58.53554929999996,58.55149129999995,59.035234400000036,59.035234400000036,59.05204889999982,59.335159200000135,59.386239499999874,right,20.0,0,0,0.3479584000001523,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
37,0.5,20.0,59.40198320000013,,59.38633019999975,59.40198320000013,59.88536139999974,59.88536139999974,59.90311099999985,60.18532200000004,60.219757900000104,right,20.0,0,0,0.3218688000001748,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
38,0.5,20.0,60.23525619999987,,60.21986570000013,60.23525619999987,60.7354942999998,60.7354942999998,60.7354942999998,61.03540420000013,61.26926930000013,left,-20.0,0,0,0.518073799999911,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
39,0.5,20.0,61.284706199999846,,61.26936920000003,61.284706199999846,61.76888669999994,61.76888669999994,61.785348399999975,62.068109499999764,62.05286999999976,left,-20.0,1,1,0.2825818999999683,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
40,0.5,20.0,62.068109499999764,,62.05294660000004,62.068109499999764,62.56865330000005,62.56865330000005,62.56865330000005,62.86816089999979,63.05158150000011,left,-20.0,0,0,0.472639000000072,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
41,0.5,20.0,63.06798309999999,,63.05166230000009,63.06798309999999,63.551814799999875,63.551814799999875,63.568854399999736,63.85128129999998,64.96904289999998,right,20.0,1,1,1.4079931999999644,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
42,0.5,20.0,64.98420220000003,,64.96916829999986,64.98420220000003,65.4848356,65.4848356,65.4848356,65.78447159999973,65.83501790000014,right,20.0,1,1,0.34407599999985905,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
43,0.5,20.0,65.85084080000001,,65.83511290000001,65.85084080000001,66.35127379999972,66.35127379999972,66.35127379999972,66.65100039999993,67.43548339999984,right,20.0,0,0,1.0698733999997785,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
44,0.5,20.0,67.45049569999969,,67.43567209999969,67.45049569999969,67.95107119999989,67.95107119999989,67.95107119999989,68.25045369999975,68.36826059999999,left,-20.0,0,0,0.41223870000021634,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
45,0.5,20.0,68.38346500000011,,68.36837549999996,68.38346500000011,68.88377370000012,68.88377370000012,68.88377370000012,69.18337730000007,69.50092250000012,left,-20.0,0,0,0.601944800000183,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
46,0.5,20.0,69.51671119999969,,69.50102450000009,69.51671119999969,70.01734899999997,70.01734899999997,70.01734899999997,70.31688559999998,70.61748000000011,right,20.0,0,0,0.5932846000000609,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
47,0.5,20.0,70.6331219000001,,70.61760320000008,70.6331219000001,71.13351200000011,71.13351200000011,71.13351200000011,71.43283739999993,71.41763919999971,right,20.0,0,0,0.27524159999984477,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
48,0.5,20.0,71.43283739999993,,71.41774169999985,71.43283739999993,71.93305880000003,71.93305880000003,71.93305880000003,72.2332570000001,72.25149669999996,left,-20.0,1,1,0.3142832999997154,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
49,0.5,20.0,72.26669029999971,,72.2516092999997,72.26669029999971,72.76620449999996,72.76620449999996,72.76620449999996,73.06568029999994,73.3511259999998,right,20.0,0,0,0.5711283000000549,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
50,0.5,20.0,73.36604179999972,,73.3512502000001,73.36604179999972,73.86561069999993,73.86561069999993,73.86561069999993,74.16574509999987,74.15036669999995,left,-20.0,0,0,0.27331980000008116,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
51,0.5,20.0,74.16574509999987,,74.15052850000006,74.16574509999987,74.6661759000001,74.6661759000001,74.6661759000001,74.96583579999992,75.15024599999992,left,-20.0,0,0,0.47819769999978234,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
52,0.5,20.0,75.16598599999975,,75.15036140000007,75.16598599999975,75.66551460000005,75.66551460000005,75.66551460000005,75.96656580000013,75.95009499999992,right,20.0,0,0,0.2733044000001428,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
53,0.5,20.0,75.96656580000013,,75.95023699999979,75.96656580000013,76.46612919999984,76.46612919999984,76.46612919999984,76.76520770000002,76.75000840000007,left,-20.0,1,1,0.27489639999976134,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
54,0.5,20.0,76.76520770000002,,76.7501233999999,76.76520770000002,77.26400549999994,77.26400549999994,77.26400549999994,77.56534850000003,77.63288719999969,right,20.0,0,0,0.3670772999998917,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
55,0.5,20.0,77.64854300000002,,77.63297679999982,77.64854300000002,78.13281799999982,78.13281799999982,78.14846269999975,,78.4154645000001,right,20.0,1,1,0.27282229999991614,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
56,0.5,20.0,78.43127889999982,,78.4155416000001,78.43127889999982,78.93179709999981,78.93179709999981,78.93179709999981,79.23152529999993,79.83221549999985,right,20.0,0,0,0.8918881000004149,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
57,0.5,20.0,79.84754980000002,,79.83232479999992,79.84754980000002,80.33122189999972,80.33122189999972,80.3479520999997,80.6313318,80.8828019,left,-20.0,0,0,0.5380097999995996,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
58,0.5,20.0,80.89778749999982,,80.88290279999978,80.89778749999982,81.3973754000001,81.3973754000001,81.3973754000001,81.69756209999991,81.8660339999999,left,-20.0,0,0,0.46438450000005105,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
59,0.5,20.0,81.88052089999996,,81.8661509000001,81.88052089999996,82.38111890000005,82.38111890000005,82.38111890000005,82.68100089999984,82.78235870000003,left,-20.0,0,0,0.3960856999997304,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
60,0.5,20.0,82.7971941999997,,82.7824850999998,82.7971941999997,83.29788489999987,83.29788489999987,83.29788489999987,83.59782549999977,83.6648303999998,right,20.0,1,1,0.3533041000000594,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
61,0.5,20.0,83.68061340000008,,83.66495860000009,83.68061340000008,84.16372769999975,84.16372769999975,84.18033899999978,84.4640781999999,84.59884469999974,left,-20.0,0,0,0.4274509999995644,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
62,0.5,20.0,84.61351639999998,,84.59899509999991,84.61351639999998,85.11421910000013,85.11421910000013,85.11421910000013,85.41371709999999,85.49829579999982,left,-20.0,0,0,0.375287699999717,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
63,0.5,20.0,85.51346179999996,,85.4984363000001,85.51346179999996,86.01230819999978,86.01230819999978,86.02965399999971,86.31384039999989,86.39818889999992,left,-20.0,0,0,0.3817749999998341,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
64,0.5,20.0,86.41303820000007,,86.39831249999975,86.41303820000007,86.89754340000013,86.89754340000013,86.9140418999998,87.19657709999979,87.26415369999972,left,-20.0,0,0,0.36084219999975176,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
65,0.5,20.0,87.2799521999998,,87.26430099999993,87.2799521999998,87.78005460000008,87.78005460000008,87.78005460000008,88.07940499999972,88.13096990000008,left,-20.0,0,0,0.34080960000028426,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
66,0.5,20.0,88.14601359999983,,88.13110410000013,88.14601359999983,88.64638289999971,88.64638289999971,88.64638289999971,88.94634560000009,88.96470320000003,left,-20.0,0,0,0.31628619999992225,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
67,0.5,20.0,88.97985559999984,,88.96483990000002,88.97985559999984,89.47956150000005,89.47956150000005,89.47956150000005,89.77902289999997,89.7801109999998,right,20.0,1,1,0.2936277000003429,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
68,0.5,20.0,89.79634370000008,,89.78022369999985,89.79634370000008,90.29566640000007,90.29566640000007,90.29566640000007,90.59483449999993,90.91373820000013,left,-20.0,0,0,0.6131430000000364,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
69,0.5,20.0,90.9279756999997,,90.91385439999999,90.9279756999997,91.42954669999995,91.42954669999995,91.42954669999995,91.72919720000004,92.08004819999974,left,-20.0,0,0,0.635603500000343,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
70,0.5,20.0,92.09478569999987,,92.08016679999969,92.09478569999987,92.59529309999994,92.59529309999994,92.59529309999994,92.89560069999993,93.1295305000001,left,-20.0,0,0,0.5266267999995762,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
71,0.5,20.0,93.14490039999987,,93.12962450000009,93.14490039999987,93.64420099999984,93.64420099999984,93.64420099999984,93.94507839999983,94.16241719999994,right,20.0,0,0,0.5129710999999588,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
72,0.5,20.0,94.17764650000004,,94.16250179999975,94.17764650000004,94.67828989999975,94.67828989999975,94.67828989999975,94.97851519999972,95.1124827000001,right,20.0,1,1,0.4227657999999792,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
73,0.5,20.0,95.12705329999994,,95.11261369999988,95.12705329999994,95.62775399999987,95.62775399999987,95.62775399999987,95.92789740000012,95.99574400000006,left,-20.0,0,0,0.3615638000001127,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
74,0.5,20.0,96.01073079999992,,95.99584209999989,96.01073079999992,96.51209820000008,96.51209820000008,96.51209820000008,96.82795520000013,97.2447651,left,-20.0,0,0,0.72859759999983,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
75,0.5,20.0,97.2605704,,97.24486309999998,97.2605704,97.74458909999998,97.74458909999998,97.76091840000004,98.04429529999993,98.06145140000012,right,20.0,1,1,0.30145390000006955,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
76,0.5,20.0,98.07753339999977,,98.06154349999974,98.07753339999977,98.56083890000014,98.56083890000014,98.57692759999986,98.86066770000002,100.02825349999989,right,20.0,0,0,1.460867600000256,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
77,0.5,20.0,100.04306429999974,,100.02836120000006,100.04306429999974,100.5278037999999,100.5278037999999,100.54390439999975,,100.59507250000001,left,-20.0,0,0,0.05586889999995037,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
78,0.5,20.0,100.60997979999979,,100.59520020000014,100.60997979999979,101.11005079999973,101.11005079999973,101.11005079999973,101.41011449999974,101.51156500000002,left,-20.0,0,0,0.3978680999998687,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
79,0.5,20.0,101.52654740000003,,101.51173429999994,101.52654740000003,102.02675309999972,102.02675309999972,102.02675309999972,,102.16092430000003,right,20.0,0,0,0.1273567000002913,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
80,0.5,20.0,102.17647060000013,,102.16102410000008,102.17647060000013,102.66013259999977,102.66013259999977,102.67669809999984,,102.77758919999974,left,-20.0,1,1,0.11437890000024709,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
81,0.5,20.0,102.79236549999973,,102.77767870000002,102.79236549999973,103.29299620000006,103.29299620000006,103.29299620000006,103.59296100000006,103.74360349999984,right,20.0,1,1,0.44392740000012054,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
82,0.5,20.0,103.75923949999992,,103.7436983,103.75923949999992,104.25974299999984,104.25974299999984,104.25974299999984,104.55934150000007,104.99343350000004,right,20.0,1,1,0.7232380000000376,1,001,2024-09-06_11h40.05.109,adaptive_staircase 3rd friday,2024.1.5,None,2024-09-06 11h40.40.174294 +0530,
